id,clubs,clubs-href,players,players-href,full name,position desc,date of birth,nation,image-src,weight,height,rating,age,Aerial Ability,Aggression,Command of Area,Composure,Concentration,Control,Corners,Creativity,Crossing,Determination,Distribution,Dribbling,Finishing,Flair,Free Kicks,Handling,Leadership,Long Passing,Long Shots,Marking,Movement,One on Ones,Pace,Passing,Penalties,Positioning,Saving Penalties,Shot Stopping,Stamina,Strength,Tackling,Volleying,Work Rate,D(R),D(L),D(C),GK,DM(R),DM(L),DM(C),M(R),M(L),M(C),AM(R),AM(L),AM(C),F(R),F(L),F(C),right,left
546,Liverpool,https://en.soccerwiki.org/squad.php?clubid=44,"RANDALL, Connor",https://en.soccerwiki.org/player.php?pid=83692,Connor Steven Randall,Fullback,21-Oct-95,England,https://cdn.soccerwiki.org/images/player/83692.jpg,76,180,77,20,0,0,0,0,0,0,3,5,0,4,0,0,0,2,0,0,0,0,0,0,6,0,9,0,0,7,0,0,1,8,0,0,10,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
547,West Ham United,https://en.soccerwiki.org/squad.php?clubid=85,"SAMUELSEN, Martin",https://en.soccerwiki.org/player.php?pid=81913,Martin Samuelsen,Advanced Playmaker,17-Apr-97,Norway,https://cdn.soccerwiki.org/images/player/81913.jpg,60,189,77,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0
548,West Ham United,https://en.soccerwiki.org/squad.php?clubid=85,"BURKE, Reece",https://en.soccerwiki.org/player.php?pid=71297,Reece Frederick James Burke,Stopper,02-Sep-96,England,https://cdn.soccerwiki.org/images/player/71297.jpg,81,189,77,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
549,Tottenham Hotspur,https://en.soccerwiki.org/squad.php?clubid=80,"BALL, Dominic",https://en.soccerwiki.org/player.php?pid=79200,Dominic Ball,Ball-Winning Midfielder,02-Aug-95,England,https://cdn.soccerwiki.org/images/player/79200.jpg,74,178,77,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0
550,West Ham United,https://en.soccerwiki.org/squad.php?clubid=85,"OXFORD, Reece",https://en.soccerwiki.org/player.php?pid=81660,Reece Joel Oxford,Stopper,16-Dec-98,England,https://cdn.soccerwiki.org/images/player/81660.jpg,71,178,77,17,9,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,6,0,0,3,5,10,0,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
551,Everton,https://en.soccerwiki.org/squad.php?clubid=31,"PENNINGTON, Matthew",https://en.soccerwiki.org/player.php?pid=71289,Matthew Pennington,General Defender,06-Oct-94,England,https://cdn.soccerwiki.org/images/player/71289.jpg,82,178,77,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
552,Chelsea,https://en.soccerwiki.org/squad.php?clubid=21,"RODRÍGUEZ, Joao",https://en.soccerwiki.org/player.php?pid=74471,Joao Leandro Rodríguez González,General Forward,19-May-96,Colombia,https://cdn.soccerwiki.org/images/player/74471.jpg,69,177,77,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,0
553,Middlesbrough,https://en.soccerwiki.org/squad.php?clubid=50,"FRY, Dael",https://en.soccerwiki.org/player.php?pid=83067,Dael Fry,Stopper,30-Aug-97,England,https://cdn.soccerwiki.org/images/player/83067.jpg,75,185,77,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
554,Leicester City,https://en.soccerwiki.org/squad.php?clubid=41,"CHILWELL, Ben",https://en.soccerwiki.org/player.php?pid=82015,Ben Chilwell,Wingback,21-Nov-96,England,https://cdn.soccerwiki.org/images/player/82015.jpg,76,187,77,19,0,0,0,0,6,0,0,7,0,0,0,0,0,3,0,0,0,0,4,0,9,0,10,5,0,0,0,0,0,2,8,0,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
555,Manchester City,https://en.soccerwiki.org/squad.php?clubid=47,"ANGELINO, José",https://en.soccerwiki.org/player.php?pid=81637,José Ángel Esmors Tasende,Wingback,04-Jan-97,Spain,https://cdn.soccerwiki.org/images/player/81637.jpg,68,170,77,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1
556,West Ham United,https://en.soccerwiki.org/squad.php?clubid=85,"BELI?, Luka",https://en.soccerwiki.org/player.php?pid=68392,Luka Beli?,Advanced Playmaker,18-Apr-96,Serbia,https://cdn.soccerwiki.org/images/player/68392.jpg,70,173,77,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,0,1,0
557,West Bromwich Albion,https://en.soccerwiki.org/squad.php?clubid=84,"LEKO, Jonathan",https://en.soccerwiki.org/player.php?pid=82906,Jonathan Leko,Wide Forward,24-Apr-99,England,https://cdn.soccerwiki.org/images/player/82906.jpg,75,182,77,17,1,0,0,0,0,6,0,4,0,0,0,7,8,5,0,0,0,0,0,0,10,0,9,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,1,0
558,Liverpool,https://en.soccerwiki.org/squad.php?clubid=44,"BRANNAGAN, Cameron",https://en.soccerwiki.org/player.php?pid=82601,Cameron Mark Thomas Brannagan,Box-To-Box Midfielder,09-May-96,England,https://cdn.soccerwiki.org/images/player/82601.jpg,71,180,77,20,0,0,0,0,5,3,0,6,0,0,0,0,0,7,0,0,0,0,9,0,4,0,1,10,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1,0
559,West Ham United,https://en.soccerwiki.org/squad.php?clubid=85,"CULLEN, Josh",https://en.soccerwiki.org/player.php?pid=81714,Josh Cullen,General Midfielder,07-Apr-96,Ireland,https://cdn.soccerwiki.org/images/player/81714.jpg,74,178,77,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0
560,Everton,https://en.soccerwiki.org/squad.php?clubid=31,"MCALENY, Conor",https://en.soccerwiki.org/player.php?pid=54452,Conor Michael Mcaleny,General Forward,12-Aug-92,England,https://cdn.soccerwiki.org/images/player/54452.jpg,79,178,77,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,0
561,Watford,https://en.soccerwiki.org/squad.php?clubid=83,"GILMARTIN, Rene",https://en.soccerwiki.org/player.php?pid=34865,Rene Patrick Gilmartin,Keeper,31-May-87,Ireland,https://cdn.soccerwiki.org/images/player/34865.jpg,85,196,77,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
562,Liverpool,https://en.soccerwiki.org/squad.php?clubid=44,"WILSON, Harry",https://en.soccerwiki.org/player.php?pid=69211,Harry Wilson,Winger,22-Mar-97,Wales,https://cdn.soccerwiki.org/images/player/69211.jpg,70,170,76,19,0,0,0,3,0,8,0,7,0,0,0,2,1,5,0,0,0,0,9,0,6,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,3,0,0,1
563,Tottenham Hotspur,https://en.soccerwiki.org/squad.php?clubid=80,"ODUWA, Nathan",https://en.soccerwiki.org/player.php?pid=81267,Nathan Oduwa,Wide Forward,05-Mar-96,England,https://cdn.soccerwiki.org/images/player/81267.jpg,70,175,76,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,3,0,1,0
564,Crystal Palace,https://en.soccerwiki.org/squad.php?clubid=27,"INNISS, Ryan",https://en.soccerwiki.org/player.php?pid=73564,Ryan Stuart Clayton Inniss,Stopper,05-Jun-95,England,https://cdn.soccerwiki.org/images/player/73564.jpg,84,196,76,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
565,West Ham United,https://en.soccerwiki.org/squad.php?clubid=85,"FLETCHER, Ashley",https://en.soccerwiki.org/player.php?pid=85222,Ashley Fletcher,Target Man,02-Oct-95,England,https://cdn.soccerwiki.org/images/player/85222.jpg,70,178,76,20,0,0,0,0,0,0,0,3,0,0,0,4,2,7,0,0,0,0,5,0,1,0,9,0,0,0,0,0,6,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
566,Liverpool,https://en.soccerwiki.org/squad.php?clubid=44,"WILLIAMS, Jordan",https://en.soccerwiki.org/player.php?pid=75284,Michael Jordan Williams,Ball-Winning Midfielder,06-Nov-95,Wales,https://cdn.soccerwiki.org/images/player/75284.jpg,77,188,76,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,3,0,0,0,0,0,0,1,0
567,Manchester City,https://en.soccerwiki.org/squad.php?clubid=47,"PLUMMER, Ellis",https://en.soccerwiki.org/player.php?pid=73917,Ellis Kane Plummer,General Defender,02-Sep-94,England,https://cdn.soccerwiki.org/images/player/73917.jpg,74,180,76,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
568,Leicester City,https://en.soccerwiki.org/squad.php?clubid=41,"CAIN, Michael",https://en.soccerwiki.org/player.php?pid=74922,Michael Dean Cain,General Midfielder,04-Dec-94,England,https://cdn.soccerwiki.org/images/player/74922.jpg,67,182,76,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0
569,Southampton,https://en.soccerwiki.org/squad.php?clubid=72,"MCQUEEN, Sam",https://en.soccerwiki.org/player.php?pid=73855,Samuel James Mcqueen,Winger,06-Feb-95,England,https://cdn.soccerwiki.org/images/player/73855.jpg,75,180,76,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,1,0
570,Manchester City,https://en.soccerwiki.org/squad.php?clubid=47,"GARCÍA, Manu",https://en.soccerwiki.org/player.php?pid=82868,Manuel García Alonso,Advanced Playmaker,02-Jan-98,Spain,https://cdn.soccerwiki.org/images/player/82868.jpg,70,170,76,18,0,0,0,0,0,8,0,6,0,0,0,3,2,10,1,0,0,5,0,0,0,0,7,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0
571,Crystal Palace,https://en.soccerwiki.org/squad.php?clubid=27,"ANDERSON, Keshi",https://en.soccerwiki.org/player.php?pid=82952,Keshi Anderson,Target Man,15-Nov-95,England,https://cdn.soccerwiki.org/images/player/82952.jpg,75,183,76,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
572,Arsenal,https://en.soccerwiki.org/squad.php?clubid=1,"REINE-ADELAÏDE, Jeff",https://en.soccerwiki.org/player.php?pid=81875,Jeff Reine-Adelaïde,Advanced Playmaker,17-Jan-98,France,https://cdn.soccerwiki.org/images/player/81875.jpg,76,183,76,18,0,0,0,0,0,8,0,10,0,0,0,3,4,7,0,0,0,1,0,0,2,0,9,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,1,0
573,Everton,https://en.soccerwiki.org/squad.php?clubid=31,"GRANT, Conor",https://en.soccerwiki.org/player.php?pid=84973,Conor Grant,General Midfielder,18-Apr-95,England,https://cdn.soccerwiki.org/images/player/84973.jpg,80,176,76,21,0,0,0,0,2,0,0,0,0,0,0,0,1,6,0,0,0,0,5,10,7,0,8,9,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1
574,Chelsea,https://en.soccerwiki.org/squad.php?clubid=21,"BLACKMAN, Jamal",https://en.soccerwiki.org/player.php?pid=74978,Jamal Clint-Ross Blackman,Keeper,27-Oct-93,England,https://cdn.soccerwiki.org/images/player/74978.jpg,92,199,76,22,2,0,8,1,3,0,0,0,0,0,9,0,0,0,0,10,0,0,0,0,0,7,0,0,0,4,0,6,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
575,Stoke City,https://en.soccerwiki.org/squad.php?clubid=75,"WARING, George",https://en.soccerwiki.org/player.php?pid=80150,George Waring,Target Man,02-Dec-94,England,https://cdn.soccerwiki.org/images/player/80150.jpg,75,196,76,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
576,Burnley,https://en.soccerwiki.org/squad.php?clubid=15,"LONG, Chris",https://en.soccerwiki.org/player.php?pid=78932,Christopher Michael Long,General Forward,25-Feb-95,England,https://cdn.soccerwiki.org/images/player/78932.jpg,80,180,76,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,0
577,Liverpool,https://en.soccerwiki.org/squad.php?clubid=44,"AWONIYI, Taiwo",https://en.soccerwiki.org/player.php?pid=82362,Taiwo Awoniyi,Target Man,12-Aug-97,Nigeria,https://cdn.soccerwiki.org/images/player/82362.jpg,76,182,76,18,4,0,0,0,0,0,0,0,0,0,0,2,3,10,0,0,0,0,1,0,9,0,7,5,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
578,Chelsea,https://en.soccerwiki.org/squad.php?clubid=21,"FERUZ, Islam",https://en.soccerwiki.org/player.php?pid=75481,Islam Feruz,General Forward,10-Sep-95,Scotland,https://cdn.soccerwiki.org/images/player/75481.jpg,60,163,76,20,8,0,0,0,10,9,0,6,0,0,0,3,2,0,0,0,0,0,5,0,4,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0
579,Southampton,https://en.soccerwiki.org/squad.php?clubid=72,"MCCARTHY, Jason",https://en.soccerwiki.org/player.php?pid=78945,Jason Sean Mccarthy,Stopper,07-Nov-95,England,https://cdn.soccerwiki.org/images/player/78945.jpg,80,186,75,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
580,Watford,https://en.soccerwiki.org/squad.php?clubid=83,"SINCLAIR, Jerome",https://en.soccerwiki.org/player.php?pid=61099,Jerome Terence Sinclair,Target Man,20-Sep-96,England,https://cdn.soccerwiki.org/images/player/61099.jpg,79,173,75,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
581,Tottenham Hotspur,https://en.soccerwiki.org/squad.php?clubid=80,"WINKS, Harry",https://en.soccerwiki.org/player.php?pid=79201,Harry Winks,General Midfielder,02-Feb-96,England,https://cdn.soccerwiki.org/images/player/79201.jpg,65,178,75,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,1
582,Manchester City,https://en.soccerwiki.org/squad.php?clubid=47,"NWAKALI, Chidiebere",https://en.soccerwiki.org/player.php?pid=82365,Chidiebere Nwakali,General Defender,26-Dec-96,Nigeria,https://cdn.soccerwiki.org/images/player/82365.jpg,74,178,75,19,5,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,9,0,7,0,0,10,0,0,0,6,0,0,8,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
583,Liverpool,https://en.soccerwiki.org/squad.php?clubid=44,"CHIRIVELLA, Pedro",https://en.soccerwiki.org/player.php?pid=82600,Pedro Chirivella Burgos,Playmaker,23-May-97,Spain,https://cdn.soccerwiki.org/images/player/82600.jpg,75,178,75,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0
584,Hull City,https://en.soccerwiki.org/squad.php?clubid=37,"LUER, Greg",https://en.soccerwiki.org/player.php?pid=82295,Greg Luer,Target Man,01-Jan-95,England,https://cdn.soccerwiki.org/images/player/82295.jpg,74,178,75,21,4,0,0,0,0,7,0,0,0,0,0,3,2,9,0,0,0,0,1,0,5,0,8,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
585,Manchester City,https://en.soccerwiki.org/squad.php?clubid=47,"GARCÍA, Aleix",https://en.soccerwiki.org/player.php?pid=81110,Aleix García Serrano,Advanced Playmaker,28-Jun-97,Spain,https://cdn.soccerwiki.org/images/player/81110.jpg,61,173,75,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,1,0
586,Arsenal,https://en.soccerwiki.org/squad.php?clubid=1,"ILIEV, Dejan",https://en.soccerwiki.org/player.php?pid=70067,Dejan Iliev,Keeper,25-Feb-95,Republic of Macedonia,https://cdn.soccerwiki.org/images/player/70067.jpg,87,195,75,21,2,6,8,1,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10,0,0,0,4,5,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
587,Middlesbrough,https://en.soccerwiki.org/squad.php?clubid=50,"MORRIS, Bryn",https://en.soccerwiki.org/player.php?pid=70666,Bryn Andrew Morris,Stopper,25-Apr-96,England,https://cdn.soccerwiki.org/images/player/70666.jpg,71,182,75,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
588,Chelsea,https://en.soccerwiki.org/squad.php?clubid=21,"HOUGHTON, Jordan",https://en.soccerwiki.org/player.php?pid=83136,Jordan Houghton,Ball-Winning Midfielder,05-Nov-95,England,https://cdn.soccerwiki.org/images/player/83136.jpg,75,183,75,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,1,0
589,Arsenal,https://en.soccerwiki.org/squad.php?clubid=1,"BIELIK, Krystian",https://en.soccerwiki.org/player.php?pid=75643,Krystian Bielik,Ball-Playing Defender,04-Jan-98,Poland,https://cdn.soccerwiki.org/images/player/75643.jpg,78,189,75,18,10,0,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,9,0,0,0,8,3,0,4,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
590,Hull City,https://en.soccerwiki.org/squad.php?clubid=37,"TYMON, Josh",https://en.soccerwiki.org/player.php?pid=86933,Joshua Tymon,Wingback,22-May-99,England,https://cdn.soccerwiki.org/images/player/86933.jpg,74,178,75,17,4,0,0,0,0,8,0,0,0,0,0,0,3,10,0,0,0,0,2,1,9,0,7,5,0,0,0,0,0,0,0,0,6,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1
591,Southampton,https://en.soccerwiki.org/squad.php?clubid=72,"GAPE, Dominic",https://en.soccerwiki.org/player.php?pid=78946,Dominic Edward Gape,General Midfielder,09-Sep-94,England,https://cdn.soccerwiki.org/images/player/78946.jpg,70,180,75,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0
592,Middlesbrough,https://en.soccerwiki.org/squad.php?clubid=50,"FEWSTER, Bradley",https://en.soccerwiki.org/player.php?pid=74924,Bradley Fewster,General Forward,27-Jan-96,England,https://cdn.soccerwiki.org/images/player/74924.jpg,66,170,75,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
593,Swansea City,https://en.soccerwiki.org/squad.php?clubid=77,"SHEEHAN, Josh",https://en.soccerwiki.org/player.php?pid=74964,Joshua Luke Sheehan,General Midfielder,30-Mar-95,Wales,https://cdn.soccerwiki.org/images/player/74964.jpg,69,172,75,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0
594,Everton,https://en.soccerwiki.org/squad.php?clubid=31,"KENNY, Jonjoe",https://en.soccerwiki.org/player.php?pid=85265,Jonjoe Kenny,Fullback,15-Mar-97,England,https://cdn.soccerwiki.org/images/player/missing_player.jpg,77,176,75,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,1,0
595,Liverpool,https://en.soccerwiki.org/squad.php?clubid=44,"MADGER, Ajú",https://en.soccerwiki.org/player.php?pid=74994,Madger Antonio Gomes Ajú,General Midfielder,01-Feb-97,Spain,https://cdn.soccerwiki.org/images/player/74994.jpg,70,175,75,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,1
596,Manchester City,https://en.soccerwiki.org/squad.php?clubid=47,"LAWLOR, Ian",https://en.soccerwiki.org/player.php?pid=85030,Ian Lawlor,Keeper,27-Oct-94,Ireland,https://cdn.soccerwiki.org/images/player/85030.jpg,80,192,75,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
597,Manchester United,https://en.soccerwiki.org/squad.php?clubid=49,"GOSS, Sean",https://en.soccerwiki.org/player.php?pid=84225,Sean Richard Goss,Deep-Lying Playmaker,01-Oct-95,England,https://cdn.soccerwiki.org/images/player/84225.jpg,71,177,75,20,0,0,0,0,1,0,2,4,0,3,0,0,0,10,0,0,0,0,0,0,5,0,8,0,0,6,0,0,0,7,0,0,9,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,1
598,Crystal Palace,https://en.soccerwiki.org/squad.php?clubid=27,"BOATENG, Hiram",https://en.soccerwiki.org/player.php?pid=74178,Hiram Kojo Kwarteng Boateng,General Midfielder,08-Jan-96,England,https://cdn.soccerwiki.org/images/player/74178.jpg,70,170,75,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
599,Everton,https://en.soccerwiki.org/squad.php?clubid=31,"DAVIES, Tom",https://en.soccerwiki.org/player.php?pid=86838,Thomas Davies,General Midfielder,30-Jun-98,England,https://cdn.soccerwiki.org/images/player/86838.jpg,74,178,75,18,0,0,0,0,0,10,0,3,0,0,0,4,2,7,0,0,0,0,1,0,9,0,8,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0
600,Arsenal,https://en.soccerwiki.org/squad.php?clubid=1,"DRAGOMIR, Vlad",https://en.soccerwiki.org/player.php?pid=81733,Vlad-Mihai Dragomir,Advanced Playmaker,24-Apr-99,Romania,https://cdn.soccerwiki.org/images/player/81733.jpg,67,173,75,17,0,0,0,4,0,10,0,6,0,0,0,7,2,9,0,0,0,8,3,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1
601,Arsenal,https://en.soccerwiki.org/squad.php?clubid=1,"BENNACER, Ismaël",https://en.soccerwiki.org/player.php?pid=81611,Ismaël Bennacer,Playmaker,01-Dec-97,Algeria,https://cdn.soccerwiki.org/images/player/81611.jpg,70,175,75,18,0,0,0,3,10,9,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,2,0,8,0,0,6,0,4,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,1
602,West Bromwich Albion,https://en.soccerwiki.org/squad.php?clubid=84,"ROSE, Jack",https://en.soccerwiki.org/player.php?pid=82907,Jack Rose,Keeper,06-Jan-95,England,https://cdn.soccerwiki.org/images/player/82907.jpg,75,183,75,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
603,Manchester City,https://en.soccerwiki.org/squad.php?clubid=47,"GUNN, Angus",https://en.soccerwiki.org/player.php?pid=82277,Angus Fraser James Gunn,Keeper,22-Jan-96,England,https://cdn.soccerwiki.org/images/player/82277.jpg,77,196,75,20,2,0,8,1,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10,4,0,0,3,5,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
604,Stoke City,https://en.soccerwiki.org/squad.php?clubid=75,"SHENTON, Oliver",https://en.soccerwiki.org/player.php?pid=80503,Oliver Shenton,General Midfielder,06-Nov-97,England,https://cdn.soccerwiki.org/images/player/80503.jpg,77,186,75,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0
